ipo_status;ticker_code;image;company_name;sector;subsector;listing_board;final_price;line_of_business;address;website;number_of_shares_offered;%_of_total_shares;participant_admin.code;participant_admin.name;book_building_opening;book_building_closing;lowest_book_building_price;highest_book_building_price;opening_of_offering_period;closing_of_offering_period;closing_date;distribution_date;listing_date;ara_arb_percentage;underwriters;warrant.code;warrant.per_share_ratio;warrant.exercise_price_(rp);warrant.open;warrant.high;warrant.low;warrant.close;listing_price.open;listing_price.high;listing_price.low;listing_price.close;listing_price.change;listing_price.percentage_change;listing_price.volume;performa.1D;performa.1W;performa.1M;performa.6M;performa.1Y;performa.updated_at;performa.source;fundamental.aset_percentage;fundamental.liabilitas_percentage;fundamental.pendapatan_percentage;fundamental.laba_bersih_percentage;fundamental.updated_at;fundamental.source
Closed;MKAP;;PT Multikarya Asia Pasifik Raya Tbk;Energy;Oil, Gas & Coal Equipment & Services;Pengembangan;115.0;Manufaktur, Jasa Perdagangan, Penyewaan, Perbaikan, Suku Cadang Pompa Industri Migas & Pertambangan;Cibis Nine lt 16, JL TB Simatupang No 02, Jakarta Selatan, 12560, Indonesia;https://www.mkapr.co.id/;650000000;20.0;YJ;LOTUS ANDALAN SEKURITAS;18/01/2024;25/01/2024;105;120;02/02/2024;06/02/2024;06/02/2024;07/02/2024;12/02/2024;35%;"[{""code"": ""YJ"", ""name"": ""LOTUS ANDALAN SEKURITAS"", ""percentage"": """"}]";;0.0;;;;;;150.0;155.0;150.0;155.0;40.0;34.78%;27832900.0;35%;114%;107%;;;31 Juli 2024;https://www.idx.co.id/id/perusahaan-tercatat/kinerja-saham-tercatat-baru/;;;;;31 Juli 2024;https://www.idx.co.id/id/perusahaan-tercatat/kinerja-saham-tercatat-baru/
Closed;BAIK;;PT Bersama Mencapai Puncak Tbk;Consumer Cyclicals;Restaurants;Pengembangan;278.0;Mengelola rumah makan, kemitraan rumah makan, serta perdagangan bahan baku;Jl, Raya Regency Kav, 9 No, 5, Kabupaten Malang, Jawa Timur, 65153,;https://ptbersamamencapaipuncak.com/;225000000;20.0;EP;MNC SEKURITAS;19/01/2024;24/01/2024;268;278;02/02/2024;12/02/2024;12/02/2024;13/02/2024;15/02/2024;25%;"[{""code"": ""EP"", ""name"": ""MNC SEKURITAS"", ""percentage"": """"}, {""code"": ""HD"", ""name"": ""KGI SEKURITAS INDONESIA"", ""percentage"": """"}]";BAIK-W;1.0;400.0;33;40;9;10;346.0;346.0;210.0;210.0;-68.0;-24.46%;239082700.0;-24%;-56%;-65%;;;31 Juli 2024;https://www.idx.co.id/id/perusahaan-tercatat/kinerja-saham-tercatat-baru/;;;;;31 Juli 2024;https://www.idx.co.id/id/perusahaan-tercatat/kinerja-saham-tercatat-baru/
Closed;HYGN;;PT Ecocare Indo Pasifik Tbk;Industrials;Environmental & Facilities Services;Pengembangan;145.0;Jasa Pengelolaan dan Penyewaan alat-alat Higienitas dan Sanitasi Ruangan beserta produk pendukungnya;;https://www.ecocare.id/;525000000;20.79;HD;KGI SEKURITAS INDONESIA;19/01/2024;24/01/2024;135;145;01/02/2024;07/02/2024;07/02/2024;12/02/2024;13/02/2024;35%;"[{""code"": ""HD"", ""name"": ""KGI SEKURITAS INDONESIA"", ""percentage"": """"}]";;0.0;;;;;;;195.0;160.0;165.0;20.0;13.79%;517636800.0;14%;17%;3%;;;31 Juli 2024;https://www.idx.co.id/id/perusahaan-tercatat/kinerja-saham-tercatat-baru/;;;;;31 Juli 2024;https://www.idx.co.id/id/perusahaan-tercatat/kinerja-saham-tercatat-baru/
Closed;LIVE;;PT Homeco Victoria Makmur Tbk;Consumer Cyclicals;Household Appliances;Pengembangan;148.0;Perdagangan Besar Peralatan dan Perlengkapan Rumah Tangga;Jl, Kebon Jeruk Raya No, 1A-C, Kel, Kebon Jeruk Kec, Kebon Jeruk, Kota Adm, Jakarta Barat Provinsi DKI Jakarta, 11530, Indonesia;http://www.homeco.co.id;808350000;17.6;IF;SAMUEL SEKURITAS INDONESIA;19/01/2024;24/01/2024;136;181;02/02/2024;06/02/2024;06/02/2024;07/02/2024;12/02/2024;35%;"[{""code"": ""IF"", ""name"": ""SAMUEL SEKURITAS INDONESIA"", ""percentage"": """"}, {""code"": ""AR"", ""name"": ""BINAARTHA SEKURITAS"", ""percentage"": """"}]";;0.0;;;;;;158.0;199.0;150.0;174.0;26.0;17.57%;755036000.0;18%;16%;4%;;;31 Juli 2024;https://www.idx.co.id/id/perusahaan-tercatat/kinerja-saham-tercatat-baru/;;;;;31 Juli 2024;https://www.idx.co.id/id/perusahaan-tercatat/kinerja-saham-tercatat-baru/
Closed;VISI;;PT Satu Visi Putra Tbk;Industrials;Office Supplies;Pengembangan;120.0;Perdagangan Besar untuk Bahan Advertising dan Printing seperti Banner, Display, Tinta dan PVC Board;Jl, Greges Jaya II Blok B19 Kec, Asemrowo, Kel, Tambak Sarioso Kota Surabaya, Jawa Timur 60184;https://satuvisiputra.com/id/;615000000;20.0;SF;SURYA FAJAR SEKURITAS;29/01/2024;05/02/2024;110;120;21/02/2024;23/02/2024;23/02/2024;26/02/2024;27/02/2024;35%;"[{""code"": ""SF"", ""name"": ""SURYA FAJAR SEKURITAS"", ""percentage"": """"}]";;0.0;;;;;;;162.0;122.0;153.0;33.0;27.50%;947965200.0;28%;2%;42%;;;31 Juli 2024;https://www.idx.co.id/id/perusahaan-tercatat/kinerja-saham-tercatat-baru/;;;;;31 Juli 2024;https://www.idx.co.id/id/perusahaan-tercatat/kinerja-saham-tercatat-baru/
Closed;AREA;;PT Dunia Virtual Online Tbk;Technology;IT Services & Consulting;Pengembangan;131.0;Jasa penyewaan colocation dan aktivitas terkait lainnya;Jl, Raya Tapos No,31 Cimpaeun, Kec, Tapos, Kota Depok Jawa Barat 16459;https://www.area31.id;510000000;20.08;GR;PANIN SEKURITAS TBK,;05/03/2024;13/03/2024;121;131;21/03/2024;27/03/2024;27/03/2024;28/03/2024;01/04/2024;35%;"[{""code"": ""GR"", ""name"": ""PANIN SEKURITAS TBK"", ""percentage"": """"}]";;0.0;;;;;;152.0;171.0;116.0;139.0;8.0;6.11%;700397300.0;6%;-14%;-14%;;;31 Juli 2024;https://www.idx.co.id/id/perusahaan-tercatat/kinerja-saham-tercatat-baru/;;;;;31 Juli 2024;https://www.idx.co.id/id/perusahaan-tercatat/kinerja-saham-tercatat-baru/
Closed;ATLA;;PT Atlantis Subsea Indonesia Tbk;Energy;Oil, Gas & Coal Equipment & Services;Pengembangan;100.0;Bergerak dalam Bidang Survei dan Layanan untuk Perusahaan Energi;;https://www.atlantissubsea.com;1200000000;19.36;SH;ARTHA SEKURITAS INDONESIA;19/03/2024;22/03/2024;100;120;02/04/2024;04/04/2024;04/04/2024;05/04/2024;16/04/2024;35%;"[{""code"": ""SH"", ""name"": ""ARTHA SEKURITAS INDONESIA"", ""percentage"": """"}]";ATLA-W;1.45;300.0;20;60;17;48;132.0;135.0;132.0;135.0;35.0;35.00%;80462200.0;35%;164%;46%;;;31 Juli 2024;https://www.idx.co.id/id/perusahaan-tercatat/kinerja-saham-tercatat-baru/;;;;;31 Juli 2024;https://www.idx.co.id/id/perusahaan-tercatat/kinerja-saham-tercatat-baru/
Canceled;CABR-C1;;PT Cahaya Bumi Rezeki Tbk;Basic Materials;Diversified Forest;;;Bergerak Dalam Jasa Penunjang Pertanian Lainnya;Sentra Industri Terpadu Blok E2 nomor 18 Jl, Pantai Indah Selatan Jakarta - Indonesia, 14470;https://www.cahayabumirezeki.com;300000000;23.08;AH;SHINHAN SEKURITAS INDONESIA;19/03/2024;21/03/2024;95;100;;;;;;35%;"[{""code"": ""AH"", ""name"": ""SHINHAN SEKURITAS INDONESIA"", ""percentage"": """"}]";;0.0;;;;;;;;;;0.0;;;;;;;;31 Juli 2024;https://www.idx.co.id/id/perusahaan-tercatat/kinerja-saham-tercatat-baru/;;;;;31 Juli 2024;https://www.idx.co.id/id/perusahaan-tercatat/kinerja-saham-tercatat-baru/
Closed;MHKI;;PT Multi Hanna Kreasindo Tbk;Industrials;Environmental & Facilities Services;Pengembangan;160.0;Pengelolaan (treatment) Limbah Bahan Berbahaya dan Beracun (B3) dan Non B3 serta Perdagangan Besar;Jl, Raya Narogong Km 12, Pangkalan II No, 23, Cikiwul Kec, Bantar Gebang, Kota Bekasi, Jawa Barat 17152 Telepon: +62 21 8250196 Fax: +62 21 82601939;https://www.multihanna.co.id/;750000000;20.0;XA;NH KORINDO SEKURITAS INDONESIA;20/03/2024;22/03/2024;160;200;02/04/2024;04/04/2024;04/04/2024;05/04/2024;16/04/2024;35%;"[{""code"": ""XA"", ""name"": ""NH KORINDO SEKURITAS INDONESIA"", ""percentage"": """"}]";;0.0;;;;;;;216.0;136.0;216.0;56.0;35.00%;269193800.0;35%;91%;156%;;;31 Juli 2024;https://www.idx.co.id/id/perusahaan-tercatat/kinerja-saham-tercatat-baru/;;;;;31 Juli 2024;https://www.idx.co.id/id/perusahaan-tercatat/kinerja-saham-tercatat-baru/
Closed;DATA;;PT Remala Abadi Tbk;Technology;IT Services & Consulting;Pengembangan;188.0;ISP, jaringan tetap berbasis kabel/tanpa kabel, dan konsultasi IT;Graha Mustika Ratu Jalan Gatot Subroto No,74-75, Jakarta Selatan DKI Jakarta 12870;https://remala.id;275000000;20.0;AI;UOB KAY HIAN SEKURITAS;05/04/2024;22/04/2024;188;208;29/04/2024;03/05/2024;03/05/2024;06/05/2024;07/05/2024;35%;"[{""code"": ""AI"", ""name"": ""UOB KAY HIAN SEKURITAS"", ""percentage"": """"}]";;0.0;;;;;;252.0;252.0;230.0;252.0;64.0;34.04%;58562100.0;34%;132%;63%;;;31 Juli 2024;https://www.idx.co.id/id/perusahaan-tercatat/kinerja-saham-tercatat-baru/;;;;;31 Juli 2024;https://www.idx.co.id/id/perusahaan-tercatat/kinerja-saham-tercatat-baru/
Closed;SOLA;;PT Xolare RCR Energy Tbk;Basic Materials;Construction Materials;Pengembangan;110.0;Perdagangan Aspal, Industri Pengolahan Aspal dan Jasa Konstruksi;Gedung Plaza Simatupang Lt, 6, Jl, TB Simatupang Kav, IS No, 01 Pondok Pinang, Kebayoran Lama, Jakarta Selatan, DKI Jakarta 12310;https://www.xolare.co.id/;656250000;20.0;AI;UOB KAY HIAN SEKURITAS;16/04/2024;19/04/2024;100;110;02/05/2024;06/05/2024;06/05/2024;07/05/2024;08/05/2024;35%;"[{""code"": ""AI"", ""name"": ""UOB KAY HIAN SEKURITAS"", ""percentage"": """"}]";;0.0;;;;;;148.0;148.0;105.0;148.0;38.0;34.55%;1081629800.0;35%;72%;-55%;;;31 Juli 2024;https://www.idx.co.id/id/perusahaan-tercatat/kinerja-saham-tercatat-baru/;;;;;31 Juli 2024;https://www.idx.co.id/id/perusahaan-tercatat/kinerja-saham-tercatat-baru/
Closed;BATR;;PT Benteng Api Technic Tbk;Basic Materials;Construction Materials;Pengembangan;110.0;Manufaktur & Perdagangan produk Refraktori (Material Tahan Api) dan Insulasi Tahan Panas beserta J;Jl, Kebraon II No, 103 A, Surabaya, Jawa Timur 60222;https://bentengapi.com/;620000000;20.5;HD;KGI SEKURITAS INDONESIA;17/05/2024;21/05/2024;100;115;03/06/2024;06/06/2024;06/06/2024;07/06/2024;10/06/2024;35%;"[{""code"": ""HD"", ""name"": ""KGI SEKURITAS INDONESIA"", ""percentage"": """"}]";BATR-W;1.0;300.0;20;27;5;6;130.0;148.0;103.0;120.0;10.0;9.09%;1294170600.0;9%;-19%;-22%;;;31 Juli 2024;https://www.idx.co.id/id/perusahaan-tercatat/kinerja-saham-tercatat-baru/;;;;;31 Juli 2024;https://www.idx.co.id/id/perusahaan-tercatat/kinerja-saham-tercatat-baru/
Closed;SPRE;;PT Soraya Berjaya Indonesia Tbk;Consumer Cyclicals;Apparel & Textile Retail;Akselerasi;125.0;industri dan perdagangan barang jadi keperluan rumah tangga;Jl, Bandes, Keluarahan Aie Pacah, Kecamatan Koto Tangah, Kota Padang, Sumatera Barat 25176;https://sorayaberjaya.id/;240000000;30.0;EP;MNC SEKURITAS;10/06/2024;12/06/2024;120;130;27/06/2024;01/07/2024;01/07/2024;02/07/2024;03/07/2024;35%;"[{""code"": ""EP"", ""name"": ""MNC SEKURITAS"", ""percentage"": """"}]";;0.0;;;;;;128.0;137.0;127.0;137.0;12.0;9.60%;102716300.0;10%;41%;;;;31 Juli 2024;https://www.idx.co.id/id/perusahaan-tercatat/kinerja-saham-tercatat-baru/;;;;;31 Juli 2024;https://www.idx.co.id/id/perusahaan-tercatat/kinerja-saham-tercatat-baru/
Closed;BLES;;PT Superior Prima Sukses Tbk;Basic Materials;Construction Materials;Utama;183.0;Industri Bata Ringan dan Semen Mortar;;https://superiorprimasukses.com;1313824000;15.0;YJ;LOTUS ANDALAN SEKURITAS;11/06/2024;20/06/2024;175;185;01/07/2024;04/07/2024;04/07/2024;05/07/2024;08/07/2024;35%;"[{""code"": ""YJ"", ""name"": ""LOTUS ANDALAN SEKURITAS"", ""percentage"": """"}]";;0.0;;;;;;246.0;246.0;224.0;246.0;63.0;34.43%;103621400.0;34%;41%;;;;31 Juli 2024;https://www.idx.co.id/id/perusahaan-tercatat/kinerja-saham-tercatat-baru/;;;;;31 Juli 2024;https://www.idx.co.id/id/perusahaan-tercatat/kinerja-saham-tercatat-baru/
Closed;ISEA;;PT Indo American Seafoods Tbk;Consumer Non-Cyclicals;Processed Foods;Pengembangan;250.0;Industri Pembekuan Biota Air Lainnya, Industri Makanan dan Masakan Olahan, Industri Berbasis Daging;Jl, Ir, Sutami KM 13, Desa Sukanegara, Kecamatan Tanjung Bintang, Kabupaten Lampung Selatan, Provinsi Lampung, Indonesia – 35361,;https://www.indoamericanseafoods.com/;290000000;20.86;CP;KB VALBURY SEKURITAS;14/06/2024;24/06/2024;220;250;01/07/2024;04/07/2024;04/07/2024;05/07/2024;08/07/2024;25%;"[{""code"": ""CP"", ""name"": ""KB VALBURY SEKURITAS"", ""percentage"": """"}]";ISEA-W;0.5;226.0;23;123;20;60;268.0;312.0;250.0;312.0;62.0;24.80%;340905900.0;25%;41%;;;;31 Juli 2024;https://www.idx.co.id/id/perusahaan-tercatat/kinerja-saham-tercatat-baru/;;;;;31 Juli 2024;https://www.idx.co.id/id/perusahaan-tercatat/kinerja-saham-tercatat-baru/
Closed;PART;;PT Cipta Perdana Lancar Tbk;Consumer Cyclicals;Auto Parts & Equipment;Pengembangan;105.0;Perseroan bergerak di bidang Manufaktur Komponen Suku Cadang Otomotif, Elektronik dan Sanitasi;Jl, Prabu Siliwangi KM 0,5 Keroncong, Kec, Jatiuwung, Kota Tangerang Banten 15134;https://www.ciptaperdanalancar.com;680000000;25.0;EP;MNC SEKURITAS;14/06/2024;24/06/2024;100;105;01/07/2024;03/07/2024;03/07/2024;04/07/2024;05/07/2024;35%;"[{""code"": ""EP"", ""name"": ""MNC SEKURITAS"", ""percentage"": """"}, {""code"": ""AO"", ""name"": ""ERDIKHA ELIT SEKURITAS"", ""percentage"": """"}, {""code"": ""CP"", ""name"": ""KB VALBURY SEKURITAS"", ""percentage"": """"}]";PART-W;1.0;110.0;20;22;12;12;138.0;141.0;114.0;131.0;26.0;24.76%;431682700.0;25%;23%;;;;31 Juli 2024;https://www.idx.co.id/id/perusahaan-tercatat/kinerja-saham-tercatat-baru/;;;;;31 Juli 2024;https://www.idx.co.id/id/perusahaan-tercatat/kinerja-saham-tercatat-baru/
Closed;LABS;;PT UBC Medical Indonesia Tbk;Healthcare;Healthcare Equipment;Pengembangan;102.0;Distributor Alat Kesehatan;Kawasan Industri Pulogadung, Jl, Rawagelam V, Blok L, No Kav 11-13, Kel, Jatinegara Kec, Cakung Jakarta Timur, Jakarta;https://www.ubcindonesia.com;700000000;17.72;YJ;LOTUS ANDALAN SEKURITAS;19/06/2024;26/06/2024;100;105;02/07/2024;08/07/2024;08/07/2024;09/07/2024;10/07/2024;35%;"[{""code"": ""YJ"", ""name"": ""LOTUS ANDALAN SEKURITAS"", ""percentage"": """"}]";;0.0;;;;;;137.0;137.0;137.0;137.0;35.0;34.31%;13204100.0;34%;76%;;;;31 Juli 2024;https://www.idx.co.id/id/perusahaan-tercatat/kinerja-saham-tercatat-baru/;;;;;31 Juli 2024;https://www.idx.co.id/id/perusahaan-tercatat/kinerja-saham-tercatat-baru/
Closed;GOLF;;PT Intra GolfLink Resorts Tbk;Consumer Cyclicals;Recreational & Sports Facilities;Utama;200.0;Bergerak Dalam Bidang Jasa Konsultasi Manajemen dan Pengelolaan Lapangan Golf, Pengembangan Properti;Desa Kadumanggu, Kecamatan Madang Bogor 16810 – Jawa Barat;https://www.golflinkresorts.co.id/id;1950000000;10.01;IF;SAMUEL SEKURITAS INDONESIA;20/06/2024;25/06/2024;200;230;02/07/2024;04/07/2024;04/07/2024;05/07/2024;08/07/2024;35%;"[{""code"": ""IF"", ""name"": ""SAMUEL SEKURITAS INDONESIA"", ""percentage"": """"}, {""code"": ""CP"", ""name"": ""KB VALBURY SEKURITAS"", ""percentage"": """"}, {""code"": ""LG"", ""name"": ""TRIMEGAH SEKURITAS INDONESIA TBK"", ""percentage"": """"}, {""code"": ""MG"", ""name"": ""SEMESTA INDOVEST SEKURITAS"", ""percentage"": """"}]";;0.0;;;;;;270.0;270.0;216.0;270.0;70.0;35.00%;1150773200.0;35%;15%;;;;31 Juli 2024;https://www.idx.co.id/id/perusahaan-tercatat/kinerja-saham-tercatat-baru/;;;;;31 Juli 2024;https://www.idx.co.id/id/perusahaan-tercatat/kinerja-saham-tercatat-baru/
Closed;GUNA;;PT, Gunanusa Eramandiri Tbk,;Consumer Non-Cyclicals;Processed Foods;Pengembangan;150.0;Industri makanan dari kedele dan kacang-kacangan lainnya bukan kecap, tempe dan tahu;Kawasan Industri BIIE Hyundai Jl, Inti I Kav, 3 No, 3 Kelurahan Cibatu, Kecamatan Cikarang Selatan, Kabupaten Bekasi, Provinsi Jawa Barat 17550;https://www.gunanusaeramandiri.com;500000000;20.0;GR;PANIN SEKURITAS TBK,;20/06/2024;26/06/2024;100;150;02/07/2024;05/07/2024;05/07/2024;08/07/2024;09/07/2024;35%;"[{""code"": ""GR"", ""name"": ""PANIN SEKURITAS TBK"", ""percentage"": """"}]";;0.0;;;;;;202.0;202.0;202.0;202.0;52.0;34.67%;19080500.0;35%;95%;;;;31 Juli 2024;https://www.idx.co.id/id/perusahaan-tercatat/kinerja-saham-tercatat-baru/;;;;;31 Juli 2024;https://www.idx.co.id/id/perusahaan-tercatat/kinerja-saham-tercatat-baru/
Closed;DOSS;;PT Global Sukses Digital Tbk;Consumer Cyclicals;Electronics Retail;Pengembangan;135.0;Perdagangan Eceran Alat Fotografi dan Perlengkapannya;Jl, Tebah No, 4,, Kel, Gunung, Kec, Kebayoran Baru, Jakarta Selatan;https://www.globalsuksesdigital.com;450000000;26.09;IF;SAMUEL SEKURITAS INDONESIA;22/07/2024;26/07/2024;130;135;01/08/2024;05/08/2024;05/08/2024;06/08/2024;07/08/2024;35%;"[{""code"": ""IF"", ""name"": ""SAMUEL SEKURITAS INDONESIA"", ""percentage"": """"}]";;0.0;;;;;;182.0;182.0;182.0;182.0;47.0;34.81%;6761400.0;;;;;;31 Juli 2024;https://www.idx.co.id/id/perusahaan-tercatat/kinerja-saham-tercatat-baru/;;;;;31 Juli 2024;https://www.idx.co.id/id/perusahaan-tercatat/kinerja-saham-tercatat-baru/
Closed;NEST;;PT Esta Indonesia Tbk;Consumer Non-Cyclicals;Fish, Meat, & Poultry;Pengembangan;200.0;Bergerak dalam bidang Pembibitan dan Budidaya Burung Walet dan Perdagangan Besar Sarang Burung Walet;Terboyo Industri II/2, Terboyo Megah Industri, Semarang 50112 - Indonesia;https://www.estaindonesia.co.id;822500000;20.0;HD;KGI SEKURITAS INDONESIA;22/07/2024;24/07/2024;160;200;01/08/2024;06/08/2024;06/08/2024;07/08/2024;08/08/2024;35%;"[{""code"": ""HD"", ""name"": ""KGI SEKURITAS INDONESIA"", ""percentage"": """"}]";;0.0;;;;;;260.0;270.0;244.0;270.0;70.0;35.00%;495349600.0;;;;;;31 Juli 2024;https://www.idx.co.id/id/perusahaan-tercatat/kinerja-saham-tercatat-baru/;;;;;31 Juli 2024;https://www.idx.co.id/id/perusahaan-tercatat/kinerja-saham-tercatat-baru/
Postpone;GWAA;;PT Golden Westindo Artajaya Tbk;Consumer Non-Cyclicals;Food Retail & Distributors;;;Perdagangan Pakan Pembenihan Udang dan Ikan, Pakan Ikan Hias, Peralatan Akuarium dan Pakan Beku Ikan;Puri Indah Financial Tower Lt, 20 Unit 09 – 11 Jl, Puri Lingkar Dalam Blok T,8 RT 001/RW 002, Kembangan Selatan Kec, Kembangan, Kota Jakarta Barat DKI Jakarta 11610;https://www.goldenwestindo.com/;685714300;30.0;AH;SHINHAN SEKURITAS INDONESIA;10/09/2024;18/09/2024;100;120;;;;11/09/2024;12/09/2024;35%;"[{""code"": ""AH"", ""name"": ""SHINHAN SEKURITAS INDONESIA"", ""percentage"": """"}]";;0.0;;;;;;;;;;;;;;;;;;31 Juli 2024;https://www.idx.co.id/id/perusahaan-tercatat/kinerja-saham-tercatat-baru/;;;;;31 Juli 2024;https://www.idx.co.id/id/perusahaan-tercatat/kinerja-saham-tercatat-baru/
Closed;VERN;;PT Verona Indah Pictures Tbk;Consumer Cyclicals;Entertainment & Movie Production;Pengembangan;195.0;Aktivitas Produksi, Pasca Produksi, serta Distribusi Film, Video, dan Program Televisi oleh Swasta;Graha Arteri Mas , Jalan Panjang No,68, Kav,38-39, Kel, Kedoya Selatan, Kec, Kebon Jeruk, Jakarta Barat, DKI Jakarta;https://www.veronapictures.co.id/;1121650000;23.54;AI;UOB KAY HIAN SEKURITAS;18/09/2024;25/09/2024;190;195;02/10/2024;04/10/2024;04/10/2024;07/10/2024;08/10/2024;35%;"[{""code"": ""AI"", ""name"": ""UOB KAY HIAN SEKURITAS"", ""percentage"": """"}]";VERN-W;0.5;216.0;33;50;11;12;262.0;262.0;199.0;200.0;5.0;2.56%;664290100.0;;;;;;31 Juli 2024;https://www.idx.co.id/id/perusahaan-tercatat/kinerja-saham-tercatat-baru/;;;;;31 Juli 2024;https://www.idx.co.id/id/perusahaan-tercatat/kinerja-saham-tercatat-baru/
Closed;PTMR;;PT Master Print Tbk;Basic Materials;Containers & Packaging;Pengembangan;128.0;Bergerak dalam bidang perdagangan sebagai distributor resmi dan penyewaan barang-barang industri pen;;https://www.masterprint.co.id;435000000;22.81;RG;PROFINDO SEKURITAS INDONESIA;20/09/2024;24/09/2024;125;135;02/10/2024;04/10/2024;04/10/2024;07/10/2024;08/10/2024;35%;"[{""code"": ""RG"", ""name"": ""PROFINDO SEKURITAS INDONESIA"", ""percentage"": """"}]";;0.0;;;;;;172.0;172.0;135.0;137.0;9.0;7.03%;570375900.0;;;;;;31 Juli 2024;https://www.idx.co.id/id/perusahaan-tercatat/kinerja-saham-tercatat-baru/;;;;;31 Juli 2024;https://www.idx.co.id/id/perusahaan-tercatat/kinerja-saham-tercatat-baru/
Closed;DAAZ;;PT Daaz Bara Lestari Tbk;Basic Materials;Diversified Metals & Minerals;;880.0;Perdagangan besar logam dan bijih logam, dan aktivitas perusahaan holding;Gedung Office 8, SCBD Lot 28, Lantai 21 Unit E dan F, Jl. Senopati No. 8B, Desa/Kelurahan Senayan, Kec. Kebayoran Baru, Kota Adm. Jakarta Selatan, Provinsi DKI Jakarta, Kode Pos: 12190.;https://www.daaz-group.com;300000000;15.02;HP;HENAN PUTIHRAI SEKURITAS;11/10/2024;18/10/2024;835;900;01/11/2024;07/11/2024;07/11/2024;08/11/2024;11/11/2024;25%;"[{""code"": ""HP"", ""name"": ""HENAN PUTIHRAI SEKURITAS"", ""percentage"": """"}]";;0.0;;;;;;1000.0;1100.0;1000.0;1100.0;220.0;25.00%;1924800.0;;;;;;31 Juli 2024;https://www.idx.co.id/id/perusahaan-tercatat/kinerja-saham-tercatat-baru/;;;;;31 Juli 2024;https://www.idx.co.id/id/perusahaan-tercatat/kinerja-saham-tercatat-baru/
Closed;BOAT;;PT NEWPORT MARINE SERVICES TBK;Energy;Oil, Gas & Coal Equipment & Services;;100.0;Sewa dan Menyewa Kapal Untuk Menunjang Kegiatan Lepas Pantai;Thamrin Residences - Office Park Unit C18 Thamrin Boulevard (Kebon Kacang Raya) Jakarta Pusat, 10230 Telepon +6221 23579928 Fax +6221 23579927;https://nms-ina.com/;1000480000;28.57;OD;BRI DANAREKSA SEKURITAS;21/10/2024;25/10/2024;100;120;04/11/2024;08/11/2024;08/11/2024;11/11/2024;12/11/2024;35%;"[{""code"": ""OD"", ""name"": ""BRI DANAREKSA SEKURITAS"", ""percentage"": """"}]";;0.0;;;;;;130.0;135.0;112.0;135.0;35.0;35.00%;750166000.0;;;;;;31 Juli 2024;https://www.idx.co.id/id/perusahaan-tercatat/kinerja-saham-tercatat-baru/;;;;;31 Juli 2024;https://www.idx.co.id/id/perusahaan-tercatat/kinerja-saham-tercatat-baru/
Closed;NAIK;;PT Adiwarna Anugerah Abadi Tbk;Industrials;Diversified Industrial Trading;;107.0;Bergerak dalam bidang Perdagangan Sistem Proteksi Kebakaran dan Jasa Sistem Proteksi Kebakaran;Perkantoran Mutiara Taman Palem No. 53 Cengkareng Timur, Kec. Cengkareng, Kota Adm. Jakarta Barat, Prov. DKI Jakarta 11730, Indonesia.;https://www.adiwarna.co.id/;750000000;23.08;EP;MNC SEKURITAS;22/10/2024;24/10/2024;100;107;07/11/2024;11/11/2024;11/11/2024;12/11/2024;13/11/2024;35%;"[{""code"": ""EP"", ""name"": ""MNC SEKURITAS"", ""percentage"": """"}]";NAIK-W;0.5;135.0;28;62;19;21;144.0;144.0;128.0;144.0;37.0;34.58%;170459400.0;;;;;;31 Juli 2024;https://www.idx.co.id/id/perusahaan-tercatat/kinerja-saham-tercatat-baru/;;;;;31 Juli 2024;https://www.idx.co.id/id/perusahaan-tercatat/kinerja-saham-tercatat-baru/
Closed;AADI;;PT Adaro Andalan Indonesia Tbk;Energy;Coal Production;;5550.0;Perusahaan holding, perkebunan buah kelapa sawit, karet dan tanaman penghasil getah lainnya;Cyber 2 Tower Lantai 26 Jl. H.R. Rasuna Said Blok X-5, No.13 Jakarta 12950 - Indonesia;https://www.adaroindonesia.com;778689200;10.0;LG;TRIMEGAH SEKURITAS INDONESIA TBK;12/11/2024;18/11/2024;4590;5900;29/11/2024;03/12/2024;03/12/2024;04/12/2024;05/12/2024;20%;"[{""code"": ""LG"", ""name"": ""TRIMEGAH SEKURITAS INDONESIA TBK"", ""percentage"": """"}]";;0.0;;;;;;6650.0;6650.0;6650.0;6650.0;1100.0;19.82%;4593000.0;;;;;;31 Juli 2024;https://www.idx.co.id/id/perusahaan-tercatat/kinerja-saham-tercatat-baru/;;;;;31 Juli 2024;https://www.idx.co.id/id/perusahaan-tercatat/kinerja-saham-tercatat-baru/
